	Domain	Phylum	Class	Order	Family	Genus	OTU
2c8d15401d852898100d6dddcf1cec75	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Actinomycetales	NA	NA	NA
60b9f065d22fd57dd653e9839b50de31	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Actinomycetales	NA	NA	NA
87670509eb12337a2ddb1ee7a094f28b	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Actinomycetales	NA	NA	NA
eb6be14fb7f31ba42963ae7510fe312c	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Actinomycetales	NA	NA	NA
942df90b9595e4393b9c91aaf8bdceab	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Actinomycetales	NA	NA	NA
8d8f2b0b42d1dd6c98298752cfbb615b	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Actinomycetales	NA	NA	NA
f54a6e62af9d464b1fa7b99e0228aa36	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Actinomycetales	NA	NA	NA
70b42adaac90f9d6991aa4232efa3eac	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Actinomycetales	NA	NA	NA
51d1241f97677149b83fee8f7818adad	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Actinomycetales	NA	NA	NA
16f10a1617bca8b6cb7dea7ce08d18e5	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Actinomycetales	NA	NA	NA
dbecad92106003bb6f4fbc84605f425d	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Actinomycetales	NA	NA	NA
49a54c9dc298b6742ca2a45f3826ea89	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Actinomycetales	NA	NA	NA
4a43f53545deca391cb9dadedb060e8d	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Actinomycetales	NA	NA	NA
6743835e7337e8234dda22da9935b7e5	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Actinomycetales	NA	NA	NA
44e7548fd8c29e83bda49aba7596da65	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Actinomycetales	NA	NA	NA
3e253186213f61de4a4d2da393143b6a	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Actinomycetales	NA	NA	NA
2132a859e6a5422804047e7d4f7163da	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Actinomycetales	NA	NA	NA
cd23dae40ad62f53013c1c5a5891a493	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Actinomycetales	NA	NA	NA
f60b7b59a07ae27482663d0f57399a22	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Actinomycetales	NA	NA	NA
9d7628bf58c113251ce12c9a3face4d2	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Actinomycetales	NA	NA	NA
d93e445308fd9e7664664e2d575e5693	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Actinomycetales	NA	NA	NA
e8de145a681448c8ebd8d1c4dfd0f989	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Actinomycetales	NA	NA	NA
8524012f9c1cf6cfe3f9ea66ef2313db	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Actinomycetales	NA	NA	NA
3297851ca65d3113680cd818ac6fd057	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Actinomycetales	NA	NA	NA
fa2bd8d2f127a82017e05d7f83998969	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Actinomycetales	NA	NA	NA
af6a3c6c165089f2719bd49cd5b462da	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Actinomycetales	NA	NA	NA
254e067d237830e56ed07425a56ce714	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Actinomycetales	NA	NA	NA
39ad82265fe6fd033681839e5b88d79e	k__Bacteria	p__Actinobacteria	c__Actinobacteria	NA	NA	NA	NA
9e26f136697fc499549ae58e3097083d	k__Bacteria	p__Actinobacteria	c__Actinobacteria	NA	NA	NA	NA
d409faa1f3f5d6953e79817a72b1e124	k__Bacteria	p__Actinobacteria	c__Actinobacteria	NA	NA	NA	NA
5fe203afe1166f1165070a7547363942	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Actinomycetales	NA	NA	NA
f2c54f539b21401f2e4ced09b33f4056	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Actinomycetales	NA	NA	NA
c095c6bb7ceab08f8be5705077dc8fcf	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Actinomycetales	NA	NA	NA
2b536b901421f7c910dc49cb7b0c16f5	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Actinomycetales	NA	NA	NA
ba0d702403d801b30b23f1fcaea8f69d	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Actinomycetales	NA	NA	NA
eb06ad9ecbae44a7a53138c061ac26ed	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Actinomycetales	NA	NA	NA
5d5544294ce2e77e6efb566f809760c3	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Actinomycetales	NA	NA	NA
445def29a5221cb423f497b01f8ee034	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Actinomycetales	NA	NA	NA
67a13657e846069380d9fad57355b69b	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Actinomycetales	NA	NA	NA
23bfdf0f350fc6a1e54e6f29954fcc78	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Actinomycetales	NA	NA	NA
14345d14ceb2467f12b2c2103ed7c2bb	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Actinomycetales	NA	NA	NA
0afc67bef61d442a6bf9974371d09b5a	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Actinomycetales	NA	NA	NA
14e19ac97904de7a25c2ce8d3c28120e	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Actinomycetales	NA	NA	NA
b1b72e91200e6d69d99c4f01202e88ab	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Actinomycetales	NA	NA	NA
f70459033eee54bc722623a0b9b18886	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Actinomycetales	NA	NA	NA
00f9dc27a2494536a7fff9f3f946fd63	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Actinomycetales	NA	NA	NA
c73c4cfba19f29c9394df2c1714a128d	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Actinomycetales	NA	NA	NA
5c0c75acc5c1689756e35406e9699d0a	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Actinomycetales	NA	NA	NA
d25ad18405c2706ebc5152351b55e99e	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Actinomycetales	NA	NA	NA
ab83b734833a091a8c00ce082ea705c9	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Actinomycetales	NA	NA	NA
97c365d7d4c7632f2acb3edc15d5b427	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Actinomycetales	NA	NA	NA
148cbac606ae1ff7f2ab93b1c5ac67b0	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Actinomycetales	NA	NA	NA
2cb4af5dae1e2e8c0ecff51cb51d4b0a	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Actinomycetales	NA	NA	NA
d56133d161f6df1b9feecd3904a87600	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Actinomycetales	NA	NA	NA
39188b2ebbe657422438baa5cc9994c2	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Actinomycetales	NA	NA	NA
daf8999c8647fe54220bc876f2ebef80	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Actinomycetales	NA	NA	NA
9e02ef6091640f80ac1a64846f2467c3	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Actinomycetales	NA	NA	NA
688dc695a8a119550cfc101e731c1436	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Actinomycetales	NA	NA	NA
39d713aa99a0ff74d27201add18e1506	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Actinomycetales	NA	NA	NA
66af5f07d5896558fc61c6834f1a606a	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Actinomycetales	f__Nakamurellaceae	NA	NA
6916e80c678e2f88098cf3c2b2578d79	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Actinomycetales	f__Nakamurellaceae	NA	NA
96cb950ece0715e215f00f514b262c6a	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Actinomycetales	f__Nakamurellaceae	NA	NA
64afe67193c7a66225e98254d9f36c2e	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Actinomycetales	f__Nakamurellaceae	NA	NA
4e747c6f8435a6773014e56d83bba401	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Actinomycetales	f__Nakamurellaceae	NA	NA
20765541f60bb7fb2f8ee8f20c49b2f0	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Actinomycetales	f__Nakamurellaceae	NA	NA
b4a03c84c369c0f8f4f304bd52ce07b1	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Actinomycetales	f__Nakamurellaceae	NA	NA
6b5bcf5477d58f3162e62f6bb41ceab0	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Actinomycetales	f__Nakamurellaceae	NA	NA
de1db4544da35e3762ab34ea15b99b24	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Actinomycetales	f__Nakamurellaceae	g__Saxeibacter	s__lacteus
229127f9592d4e2c94f428a221fd9793	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Actinomycetales	NA	NA	NA
767c7d8787092cc00f40c7a84df86b29	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Actinomycetales	NA	NA	NA
235fe5bb794df42496c51ba4ca6e4907	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Actinomycetales	f__Geodermatophilaceae	NA	NA
c3493de8b3f6d6c12db4eabcd8ec9f83	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Actinomycetales	NA	NA	NA
ef056438f6db778a4228c0f450753c8a	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Actinomycetales	NA	NA	NA
3ce769f726038894c00afa239ca1f2cb	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Actinomycetales	f__Tsukamurellaceae	g__Tsukamurella	NA
643f27e6c7a9a4042c5267b44f347e72	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Actinomycetales	f__Tsukamurellaceae	g__Tsukamurella	NA
e1b1185316a22b4b857b04bc474e7f6b	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Actinomycetales	f__Tsukamurellaceae	g__Tsukamurella	NA
33abecf0ad557806c25e415f6e1d6ace	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Actinomycetales	f__Tsukamurellaceae	g__Tsukamurella	NA
08de5bbd180b98e3bb6d9d28ab9a0b1f	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Actinomycetales	f__Tsukamurellaceae	g__Tsukamurella	NA
226f77339260ee8aea650308bc227a90	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Actinomycetales	f__Nocardiaceae	g__Rhodococcus	NA
a0fadf21582f3e6b9535772674493058	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Actinomycetales	f__Nocardiaceae	g__Rhodococcus	NA
9b0999a9dcf2d64ad2d30d2da503c520	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Actinomycetales	f__Nocardiaceae	g__Rhodococcus	s__fascians
c743781f6f897b3aa1386af6d2c4a64c	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Actinomycetales	f__Nocardiaceae	g__Rhodococcus	s__fascians
62bc54f906bad7ed17ee920ac48fcc7c	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Actinomycetales	f__Nocardiaceae	g__Rhodococcus	NA
673d0218676e1942ff8333dd63534ea6	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Actinomycetales	f__Nocardiaceae	g__Rhodococcus	NA
74893b64b4f273df5e8a5bf50ce4901c	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Actinomycetales	f__Nocardiaceae	g__Rhodococcus	NA
a3756aeefd9b7e21153b939e5aa21f31	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Actinomycetales	f__Nocardiaceae	g__Rhodococcus	NA
af044298c8ae8532cfee100996991ad0	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Actinomycetales	f__Nocardiaceae	g__Rhodococcus	NA
a0a89610190a40a22b72e97fa8a0b7da	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Actinomycetales	f__Nocardiaceae	g__Rhodococcus	NA
70881873e53d9471f13d89383bcd9e4f	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Actinomycetales	f__Nocardiaceae	g__Rhodococcus	NA
f33f82dda6871c940970a81de05a073b	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Actinomycetales	f__Nocardiaceae	g__Rhodococcus	NA
ecd47b28e14455cb9f44c94f9a23630e	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Actinomycetales	f__Nocardiaceae	g__Rhodococcus	NA
e0ceecb0cac04072340d867ae73187c8	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Actinomycetales	f__Nocardiaceae	g__Rhodococcus	NA
a5f8064029619ed0323df39b7145440e	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Actinomycetales	f__Nocardiaceae	g__Rhodococcus	NA
ad3251b2f181ae45a334677a39690226	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Actinomycetales	f__Nocardiaceae	g__Rhodococcus	NA
a6454cb2fc44f11699eee2e6668c37d7	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Actinomycetales	f__Nocardiaceae	g__Rhodococcus	NA
9021c3f24dba52f5d25a7fdfa1a4aa67	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Actinomycetales	f__Nocardiaceae	g__Rhodococcus	NA
be06cfc7cebb73bd331e36bdadcfaa43	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Actinomycetales	f__Nocardiaceae	g__Rhodococcus	NA
5b5e42321da2920419570af8fcbc01e2	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Actinomycetales	f__Nocardiaceae	g__Rhodococcus	NA
84662e85f97e32d6a87b460e87202bf7	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Actinomycetales	f__Nocardiaceae	g__Rhodococcus	NA
fb75ea751752c359b684b4114c007277	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Actinomycetales	f__Nocardiaceae	g__Rhodococcus	NA
a7068862846c6ebf612a3ceb3678419e	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Actinomycetales	f__Nocardiaceae	g__Rhodococcus	NA
689f8ebb40ab1e2d0e6986ebd8891467	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Actinomycetales	f__Nocardiaceae	g__Rhodococcus	NA
d440cdbad2994d5b3e3110be1d55e930	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Actinomycetales	f__Nocardiaceae	g__Rhodococcus	NA
9d09f545ed1aaa36ed034f2198b249d5	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Actinomycetales	f__Nocardiaceae	g__Rhodococcus	NA
2bdbd8327388efe91f878b475d1db91e	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Actinomycetales	f__Nocardiaceae	g__Rhodococcus	NA
05cbf7976450ec2345aaf9b29ca69d79	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Actinomycetales	f__Nocardiaceae	g__Rhodococcus	NA
127b94a633ca0103b0c5e4ff5a240aa8	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Actinomycetales	f__Nocardiaceae	g__Rhodococcus	NA
2fc3a470029f7213361373e8b963844a	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Actinomycetales	f__Nocardiaceae	g__Rhodococcus	NA
39cbfb954761217f0361b0a5082aeffc	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Actinomycetales	f__Nocardiaceae	g__Rhodococcus	NA
c27af80eeabac5b0f46ee26f1089223a	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Actinomycetales	f__Nocardiaceae	g__Rhodococcus	NA
211c231a7efd29e723bf4f393b0b23b8	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Actinomycetales	f__Nocardiaceae	g__Rhodococcus	NA
8833ac3ce360aab92af2f57ec63020f0	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Actinomycetales	f__Nocardiaceae	g__Rhodococcus	NA
f8ea22aa83766dda7195004eab9437a5	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Actinomycetales	f__Nocardiaceae	g__Rhodococcus	NA
9ccf9aabb2bd01e9a85e7ecf4794262b	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Actinomycetales	f__Nocardiaceae	g__Rhodococcus	NA
816964ea722880d4e589030f059d3edc	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Actinomycetales	f__Nocardiaceae	g__Rhodococcus	NA
b6c8c72cbe6a073609478c463a445f31	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Actinomycetales	f__Nocardiaceae	g__Rhodococcus	NA
8caae8c87b032fa69b2d4ec610b31e08	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Actinomycetales	f__Nocardiaceae	g__Rhodococcus	NA
dbcff0357316d54f9d12259cffb60b09	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Actinomycetales	f__Nocardiaceae	g__Rhodococcus	NA
bf27d879aa4c13ad1da194cbb45202ec	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Actinomycetales	f__Nocardiaceae	g__Rhodococcus	NA
a6974277c8af6b20889c864177afad94	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Actinomycetales	f__Nocardiaceae	g__Rhodococcus	s__globerulus
d194ca128de4d6b6ed2bf7a7cbc255e0	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Actinomycetales	f__Nocardiaceae	NA	NA
e4efea2cc8abf8c5fc789eed61c25ec3	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Actinomycetales	f__Nocardiaceae	g__Rhodococcus	NA
8e04873dd110b56e5d39b22e4dc7797f	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Actinomycetales	f__Dietziaceae	g__Dietzia	s__timorensis
10f557675d8afb94bab9655a1901da5f	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Actinomycetales	f__Dietziaceae	g__Dietzia	NA
00bc867ec50a92705fa621821d17ab7c	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Actinomycetales	f__Dietziaceae	g__Dietzia	NA
1dfc4eff4f012d7e55dd3eedb91cd118	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Actinomycetales	f__Dietziaceae	g__Dietzia	NA
6b9ed8ff3d1c0c05cd2ab961ecb7a299	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Actinomycetales	f__Corynebacteriaceae	g__Corynebacterium	NA
43670142dbfc1305c7643e2023c71a21	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Actinomycetales	f__Corynebacteriaceae	g__Corynebacterium	NA
4a778d66dbd1d7812043460fc129bb8f	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Actinomycetales	f__Corynebacteriaceae	g__Corynebacterium	NA
fbaee7e77f3d005ea4ffe4f9db930073	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Actinomycetales	f__Corynebacteriaceae	g__Corynebacterium	NA
8fb7094e1c5b35e4b39594d3ae5230be	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Actinomycetales	f__Corynebacteriaceae	g__Corynebacterium	NA
b37bc812e02927050729c8365784d9bd	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Actinomycetales	f__Corynebacteriaceae	g__Corynebacterium	NA
985e0360d314a4f39a680fd6114779e5	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Actinomycetales	f__Corynebacteriaceae	g__Corynebacterium	NA
611f22c4148835b3347e113a625e4b3f	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Actinomycetales	f__Corynebacteriaceae	g__Corynebacterium	NA
e28edba7f9f044535bfddd72669484d8	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Actinomycetales	f__Corynebacteriaceae	g__Corynebacterium	NA
d983de9e6bae5a821f4de85fc33e8468	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Actinomycetales	f__Dietziaceae	g__Dietzia	s__timorensis
f693c0315fc6a94f9c1c1706dfb059cd	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Actinomycetales	f__Gordoniaceae	g__Gordonia	NA
5182fdf7d3345d0dcaf7135e4ba0e1e0	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Actinomycetales	f__Gordoniaceae	g__Gordonia	NA
9895b314a13454855a9c64f76de5c341	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Actinomycetales	f__Gordoniaceae	g__Gordonia	NA
171582add1b88f167f02d7fab09f6513	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Actinomycetales	f__Gordoniaceae	g__Gordonia	NA
7355af232541826b6429715498d452ed	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Actinomycetales	f__Gordoniaceae	g__Gordonia	NA
84dc51ceda0e778f294992920afa8cc1	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Actinomycetales	f__Gordoniaceae	g__Gordonia	NA
87e022d2f5cdb5417cb234ad577e4b07	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Actinomycetales	f__Corynebacteriaceae	g__Corynebacterium	s__kroppenstedtii
28256dd29246cd9ca75603c3ee072110	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Actinomycetales	f__Corynebacteriaceae	g__Corynebacterium	s__kroppenstedtii
86f1e5573cae6eeeb246dde43a5ee25e	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Actinomycetales	f__Corynebacteriaceae	g__Corynebacterium	s__kroppenstedtii
c11985a6bcc2ae63e71922494f360321	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Actinomycetales	f__Corynebacteriaceae	g__Corynebacterium	s__kroppenstedtii
82d735a36878b6dce20ddefc4718f584	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Actinomycetales	f__Corynebacteriaceae	g__Corynebacterium	s__kroppenstedtii
965da2a44db53a7eaf095027087e821a	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Actinomycetales	f__Corynebacteriaceae	g__Corynebacterium	s__kroppenstedtii
6e89aff8cbd3e0f55a0246d73d4114a3	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Actinomycetales	f__Corynebacteriaceae	g__Corynebacterium	s__kroppenstedtii
8773c2eaa3db9dd7e4da772c9e4fb98c	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Actinomycetales	f__Corynebacteriaceae	g__Corynebacterium	NA
a55e04334adb09ce6da917f599a0a1a5	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Actinomycetales	f__Corynebacteriaceae	g__Corynebacterium	NA
2b1c16a9376ab7728d0d68db6fa952ff	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Actinomycetales	f__Corynebacteriaceae	g__Corynebacterium	NA
e0cb7e8b3fe52f2350b7924ef98abc3f	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Actinomycetales	f__Corynebacteriaceae	g__Corynebacterium	NA
427f75edb9daf181b502228f599ec95f	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Actinomycetales	f__Corynebacteriaceae	g__Corynebacterium	NA
d91f3f017b7daa26b525d7a27f9dd136	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Actinomycetales	f__Corynebacteriaceae	g__Corynebacterium	NA
e2c3a007284d9428cde4ba4a947a0082	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Actinomycetales	f__Corynebacteriaceae	g__Corynebacterium	NA
6ac717fdb6205ddda0d87f131abc125d	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Actinomycetales	f__Corynebacteriaceae	g__Corynebacterium	NA
91ab457bb250f76dd70c178da5cd3a9c	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Actinomycetales	f__Corynebacteriaceae	g__Corynebacterium	NA
f7156dee371ac31723724025d1b6d350	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Actinomycetales	f__Corynebacteriaceae	g__Corynebacterium	NA
c2509317e3d2215cacc2111271a5d70a	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Actinomycetales	f__Corynebacteriaceae	g__Corynebacterium	NA
69933e33191036943efa04a64f161d31	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Actinomycetales	f__Corynebacteriaceae	g__Corynebacterium	NA
d4c4010fb62cdca23864c5a9296f7b7b	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Actinomycetales	f__Corynebacteriaceae	g__Corynebacterium	NA
7b67c5a74bac335a33ae9af0956f3f7c	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Actinomycetales	f__Corynebacteriaceae	g__Corynebacterium	NA
77bf6221e84b2f18835a0f9411782ef2	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Actinomycetales	f__Corynebacteriaceae	g__Corynebacterium	NA
13862f192552f2fad61e3c092e9876c1	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Actinomycetales	f__Corynebacteriaceae	g__Corynebacterium	NA
fa9894839f79f16eb9d5b3878529fcbc	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Actinomycetales	f__Corynebacteriaceae	g__Corynebacterium	NA
1d31a703464a24c0a4abb6f6d81a02ea	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Actinomycetales	f__Corynebacteriaceae	g__Corynebacterium	NA
3346756b093c5b68caf22c198179301b	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Actinomycetales	f__Corynebacteriaceae	g__Corynebacterium	NA
528b698341e4238b9f614924530a2374	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Actinomycetales	f__Corynebacteriaceae	g__Corynebacterium	NA
4c995d3db33afbd45fe542f173979dc5	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Actinomycetales	f__Corynebacteriaceae	g__Corynebacterium	NA
874b0f466d6311cbfc6243a791c0d0ad	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Actinomycetales	f__Corynebacteriaceae	g__Corynebacterium	NA
f4818b51aac8f0ab06d0c2d15f696213	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Actinomycetales	f__Corynebacteriaceae	g__Corynebacterium	NA
d422671cf1732f8403cef67dce65bcc3	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Actinomycetales	f__Corynebacteriaceae	g__Corynebacterium	NA
14338ad4070c06367835ce9b6dc5e688	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Actinomycetales	f__Corynebacteriaceae	g__Corynebacterium	NA
a527102a63818c2db6a668fce42b85fd	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Actinomycetales	f__Corynebacteriaceae	g__Corynebacterium	NA
cdae1e43a967d791c84b0b8b5125a4f4	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Actinomycetales	f__Corynebacteriaceae	g__Corynebacterium	s__lubricantis
57da5a2f7b654897d895385e3631299b	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Actinomycetales	f__Corynebacteriaceae	g__Corynebacterium	s__lubricantis
